triple_id,protein_id,selection_id,expected_class,method,R_model_kcal_mol,decision,outcome
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,threefold3p5,-405483.0846057281,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.59794646833,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.59794646833,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405486.36881047033,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.4154168153,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405486.7510556654,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405486.7563408451,Ca-supported,correct
triple_052,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405486.7510556654,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.59794646833,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.59794646833,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405487.592176295,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.4154168153,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405486.7510556654,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405486.7563408451,Ca-supported,correct
triple_053,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405486.7510556654,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.0154134574,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.0154134574,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405486.36881047033,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.2910917315,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405485.8925768993,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405485.892719605,Ca-supported,correct
triple_054,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405485.8925768993,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.0154134574,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.0154134574,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405487.592176295,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.2910917315,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405485.8925768993,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405485.892719605,Ca-supported,correct
triple_055,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405485.8925768993,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405482.7831569548,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405482.7831569548,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405488.66856648086,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405490.63637486036,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405484.5224600159,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405484.50046334526,Ca-supported,correct
triple_056,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405484.5224600159,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405480.8218017159,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405480.8218017159,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405485.1731149365,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405487.04409844853,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405482.28018610703,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405482.27479276416,Ca-supported,correct
triple_057,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405482.28018610703,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405480.8218017159,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405480.8218017159,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405485.1731149365,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405487.04409844853,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405482.28018610703,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405482.27479276416,Ca-supported,correct
triple_058,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405482.28018610703,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405482.7831569548,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405482.7831569548,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405488.66856648086,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405490.63637486036,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405484.5224600159,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405484.50046334526,Ca-supported,correct
triple_059,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,threefold3p5,-405484.5224600159,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405484.14233209484,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405484.14233209484,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405489.12526634574,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405491.5174192283,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405486.2079020295,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405486.2077052363,Ca-supported,correct
triple_060,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,threefold3p5,-405485.87936706265,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405476.9879795102,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405476.9879795102,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405487.5834277078,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405491.5174192283,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405478.92285347014,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405478.85547654494,Ca-supported,correct
triple_061,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,threefold3p5,-405485.1048538574,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405476.9879795102,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405476.9879795102,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405487.5834277078,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405494.7829083104,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405478.92285347014,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405478.85547654494,Ca-supported,correct
triple_062,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,threefold3p5,-405487.1723025617,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405484.14233209484,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405484.14233209484,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405489.12526634574,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405494.7829083104,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405486.2079020295,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405486.2077052363,Ca-supported,correct
triple_063,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,threefold3p5,-405485.87936706265,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_mathematical,-405478.43410513556,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_operational,-405478.43410513556,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_origin,-405480.6831153757,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,released_static,-405477.793740516,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_precision,-405475.02019336564,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_strict,-405475.01942082174,Ca-supported,correct
triple_064,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,threefold3p5,-405475.02019336564,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_mathematical,-405473.311210688,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_operational,-405473.311210688,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_origin,-405478.8380818557,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,released_static,-405477.7786774069,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_precision,-405470.44412580866,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_strict,-405470.4448563935,Ca-supported,correct
triple_065,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,threefold3p5,-405470.44412580866,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_mathematical,-405478.43410513556,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_operational,-405478.43410513556,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_origin,-405478.8380818557,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,released_static,-405477.7786774069,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_precision,-405475.02019336564,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_strict,-405475.01942082174,Ca-supported,correct
triple_066,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,threefold3p5,-405475.02019336564,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_mathematical,-405473.311210688,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_operational,-405473.311210688,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_origin,-405480.6831153757,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,released_static,-405477.793740516,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_precision,-405470.44412580866,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,tenfold_strict,-405470.4448563935,Ca-supported,correct
triple_067,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,threefold3p5,-405470.44412580866,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_mathematical,-405471.5317475808,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_operational,-405471.5317475808,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_origin,-405476.6660912244,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,released_static,-405485.75146229164,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_precision,-405482.00379557075,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_strict,-405482.00427430525,Ca-supported,correct
triple_068,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,threefold3p5,-405482.00379557075,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_mathematical,-405480.65088975575,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_operational,-405480.65088975575,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_origin,-405486.14100828953,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,released_static,-405486.22727385216,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_precision,-405482.00379557075,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_strict,-405482.00427430525,Ca-supported,correct
triple_069,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,threefold3p5,-405482.00379557075,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,envelope_mathematical,-405470.8626996677,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,envelope_operational,-405470.8626996677,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,envelope_origin,-405476.0133084897,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,released_static,-405486.22727385216,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,tenfold_precision,-405479.66974029236,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,tenfold_strict,-405479.6672646018,Ca-supported,correct
triple_070,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_0ff7468d33d7bf27,Ca,threefold3p5,-405479.66974029236,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_mathematical,-405480.65088975575,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_operational,-405480.65088975575,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,envelope_origin,-405486.14100828953,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,released_static,-405485.75146229164,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_precision,-405479.66974029236,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,tenfold_strict,-405479.6672646018,Ca-supported,correct
triple_071,q60ar6-pqq-la_model,q60ar6-pqq-la_model__envelope_cefdcb289daedf76,Ca,threefold3p5,-405479.66974029236,Ca-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_mathematical,-405445.6729832067,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_operational,-405445.6729832067,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_origin,-405448.4131568227,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,released_static,-405446.97645061905,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_precision,-405446.8433840496,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_strict,-405446.84420048643,La-supported,correct
triple_072,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,threefold3p5,-405446.8433840496,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_mathematical,-405445.6729832067,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_operational,-405445.6729832067,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_origin,-405448.4131568227,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,released_static,-405446.97645061905,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_precision,-405446.8433840496,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_strict,-405446.84420048643,La-supported,correct
triple_073,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,threefold3p5,-405444.30362057197,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_mathematical,-405440.8106776525,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_operational,-405440.8106776525,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_origin,-405447.54368947394,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,released_static,-405439.654341807,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_precision,-405440.55313343136,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_strict,-405440.553157298,La-supported,correct
triple_074,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,threefold3p5,-405440.55313343136,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_mathematical,-405440.8106776525,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_operational,-405440.8106776525,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,envelope_origin,-405447.54368947394,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,released_static,-405439.654341807,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_precision,-405440.55313343136,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,tenfold_strict,-405440.553157298,La-supported,correct
triple_075,q88jh0-pqq-la_model,q88jh0-pqq-la_model__envelope_2fba6938336689b8,La,threefold3p5,-405440.55313343136,La-supported,correct
triple_076,q88jh5-pqq-la_model,,Ca,envelope_mathematical,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,envelope_operational,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,envelope_origin,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,released_static,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,tenfold_precision,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,tenfold_strict,,unavailable,unavailable
triple_076,q88jh5-pqq-la_model,,Ca,threefold3p5,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,envelope_mathematical,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,envelope_operational,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,envelope_origin,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,released_static,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,tenfold_precision,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,tenfold_strict,,unavailable,unavailable
triple_077,q88jh5-pqq-la_model,,Ca,threefold3p5,,unavailable,unavailable
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,envelope_mathematical,-405468.40043293685,Ca-supported,correct
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,envelope_operational,-405468.40043293685,Ca-supported,correct
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,envelope_origin,-405474.99055424077,Ca-supported,correct
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,released_static,-405478.9561280459,Ca-supported,correct
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,tenfold_precision,-405469.98936711106,Ca-supported,correct
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,tenfold_strict,-405469.9913632658,Ca-supported,correct
